Timestamp,Value,Score,P_ID,OPENNESS,CONSCIENTIOUSNESS,EXTRAVERSION,AGREEABLENESS,NEUROTICISM
1555652048.4688,440,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652049.2088,450,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652049.5088,460,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652051.1688,470,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652053.2088,480,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652058.5088,490,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652059.4088,500,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652059.8688,510,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652061.0488,560,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652063.1488,560,GameOver,1107,4.0,6.0,10.0,4.0,3.0
1555652072.2288,10,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652073.5888,20,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652075.0688,70,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652077.1488,80,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652078.3088,90,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652079.4688,100,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652080.9888,110,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652081.9888,120,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652088.0088,130,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652088.9288,140,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652089.8688,190,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652092.5888,200,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652094.3088,210,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652095.0288,220,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652095.3688,230,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652101.4088,240,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652102.4488,250,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652103.5088,260,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652105.2488,270,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652105.5488,320,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652106.9088,330,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652108.6288,340,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652110.0288,350,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652110.8888,360,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652116.3088,370,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652117.1288,380,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652118.3688,390,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652119.0288,400,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652121.4288,410,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652121.6088,420,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652123.1088,430,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652123.3288,440,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652124.0088,450,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652130.5088,460,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652132.0088,470,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652132.8688,520,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652133.2488,530,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652134.0488,540,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652136.1088,550,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652137.1688,560,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652139.2488,570,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652144.7888,580,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652145.9888,590,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652146.7488,640,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652146.9288,650,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652148.6888,660,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652148.9088,670,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652150.3888,680,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652151.9088,690,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652153.9888,700,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652159.6088,710,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652161.2488,720,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652162.1288,730,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652164.2088,740,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652164.5288,750,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652166.1488,760,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652167.4288,770,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652167.8288,780,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652174.3088,790,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652175.6888,800,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652176.8688,810,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652178.2088,820,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652179.2888,830,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652179.9688,840,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652180.2688,850,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652182.2688,860,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652183.1888,870,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652188.5288,920,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652189.2688,930,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652190.3888,940,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652190.5488,950,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652191.9888,960,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652192.7288,970,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652194.0288,980,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652196.2688,990,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652197.3888,1000,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652198.0488,1010,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652204.0288,1060,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652204.8088,1070,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652205.2488,1080,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652205.7088,1090,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652207.0088,1100,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652207.0088,1110,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652208.5288,1120,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652208.7088,1130,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652211.0288,1140,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652212.3088,1150,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652218.3688,1200,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652218.9688,1210,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652219.9688,1220,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652220.1888,1230,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652221.5088,1240,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652224.0288,1250,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652226.5288,1260,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652232.9488,1310,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652234.2088,1320,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652235.1488,1330,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652235.5288,1340,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652236.8488,1350,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652238.4688,1360,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652238.9088,1370,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652239.5888,1380,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652239.7288,1390,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652246.3888,1400,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652248.6888,1450,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652248.7088,1460,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652250.1488,1470,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652251.5888,1480,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652252.8888,1490,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652254.2088,1500,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652255.1088,1510,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652255.3088,1520,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652261.2888,1530,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652261.6888,1540,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652263.5288,1550,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652263.6888,1560,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652265.2888,1610,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652265.4288,1620,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652266.4688,1630,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652267.7288,1640,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652275.7088,1650,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652277.5088,1660,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652278.2088,1710,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652278.5888,1720,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652279.9688,1730,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652280.4088,1740,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652280.8488,1750,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652282.3288,1760,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652283.2288,1770,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652284.0688,1780,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652290.2088,1790,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652291.6088,1800,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652292.9288,1810,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652293.2288,1820,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652294.7488,1830,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652295.7688,1840,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652297.0888,1850,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652297.7888,1860,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652298.6288,1870,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652304.9688,1920,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652306.4688,1930,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652306.7288,1940,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652308.5888,1950,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652309.8088,1960,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652310.2288,1970,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652311.1088,1980,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652312.8288,1990,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652314.1088,2000,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652319.6688,2010,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652320.2088,2020,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652321.3288,2070,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652322.4888,2080,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652323.1288,2090,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652323.5888,2100,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652325.5688,2110,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652326.1488,2120,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652327.1288,2130,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652327.3088,2140,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652333.4288,2190,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652335.1688,2200,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652335.3888,2210,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652336.4888,2220,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652337.5488,2230,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652338.1088,2240,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652339.3888,2250,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652340.8688,2260,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652343.8488,2270,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652348.7488,2280,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652349.2688,2290,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652350.2688,2340,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652351.4088,2350,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652352.0688,2360,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652352.3088,2370,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652353.2888,2380,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652354.4088,2390,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652355.1688,2400,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652357.0888,2410,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652362.0688,2460,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652362.9888,2470,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652363.4888,2480,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652364.3488,2490,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652365.6688,2500,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652368.0088,2510,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652368.4288,2520,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652369.9088,2530,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652371.5288,2540,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652377.4488,2590,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652377.8088,2600,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652378.2088,2610,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652380.1688,2620,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652382.1688,2630,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652383.6688,2640,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652384.6888,2650,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652385.4888,2660,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652392.4488,2710,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652393.0288,2720,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652394.5488,2730,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652395.2288,2740,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652396.1288,2750,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652396.8888,2760,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652397.2688,2770,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652397.5488,2780,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652399.4488,2790,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652400.6488,2800,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652406.3688,2810,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652407.7688,2820,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652408.8288,2830,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652408.8688,2880,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652409.6488,2890,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652410.7488,2900,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652411.8488,2910,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652411.9488,2920,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652412.9088,2930,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652415.7488,2940,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652421.0888,2950,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652423.1488,3000,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652423.4888,3010,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652424.5688,3020,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652426.0488,3020,GameOver,1107,4.0,6.0,10.0,4.0,3.0
1555652435.2688,50,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652435.5288,60,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652437.6688,70,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652438.5488,80,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652438.9488,90,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652440.0688,100,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652440.9688,110,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652441.8488,120,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652442.8488,130,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652444.1288,140,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652449.2688,150,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652450.4288,200,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652451.8688,210,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652453.5888,220,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652454.2288,230,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652454.8888,240,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652455.1488,250,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652456.6488,260,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652457.3088,270,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652458.3288,280,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652463.2288,330,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652463.8288,340,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652465.0488,350,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652467.7288,360,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652469.2288,370,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652469.7288,380,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652470.3688,390,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652471.1888,400,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652472.7688,410,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652473.5488,420,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652478.7488,470,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652480.0488,480,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652480.5288,490,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652481.3888,500,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652482.7288,510,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652483.4888,520,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652485.3288,530,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652485.3688,540,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652487.9088,550,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652493.8288,560,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652494.7488,570,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652496.2288,620,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652496.3888,630,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652497.0088,640,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652499.6088,650,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652501.0488,660,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652501.7288,670,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652508.8488,680,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652509.4688,690,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652510.1888,740,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652511.4888,750,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652512.1888,760,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652514.3488,770,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652515.4088,780,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652517.0488,790,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652523.3088,840,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652523.8688,850,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652524.8888,860,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652527.0887,870,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652529.0887,880,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652529.6088,890,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652531.3688,900,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652536.8888,910,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652538.7087,920,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652538.7488,930,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652539.4088,980,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652539.4688,990,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652541.7888,1000,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652544.0287,1000,GameOver,1107,4.0,6.0,10.0,4.0,3.0
1555652553.2687,10,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652554.5688,20,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652556.3688,30,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652557.6688,80,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652558.3888,90,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652559.2687,100,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652560.6688,110,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652560.9288,120,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652561.5887,130,Update,1107,4.0,6.0,10.0,4.0,3.0
1555652566.755,130,GameEnd,1107,4.0,6.0,10.0,4.0,3.0
1555672876.2326,10,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672877.7726,10,GameOver,1153,5.0,3.0,8.0,3.0,8.0
1555672887.4526,10,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672888.3326,60,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672889.4726,70,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672891.7326,80,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672891.7526,90,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672892.3926,100,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672893.8726,110,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672895.5726,120,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672901.9726,130,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672903.2326,140,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672904.1526,190,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672904.8726,200,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672906.5526,200,GameOver,1153,5.0,3.0,8.0,3.0,8.0
1555672915.7526,50,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672916.5926,60,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672918.0126,70,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672918.9326,80,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672919.6126,90,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672920.5126,100,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672921.7326,110,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672922.4726,120,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672923.5326,130,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672924.7126,140,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672930.9526,150,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672932.4126,160,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672933.1526,170,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672934.6326,220,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672936.0326,230,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672937.0326,240,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672938.2526,250,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672939.1526,260,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672939.8526,270,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672945.6326,320,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672946.4726,330,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672947.5726,340,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672948.3326,350,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672949.5126,360,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672950.2526,370,Update,1153,5.0,3.0,8.0,3.0,8.0
1555672951.1326,380,Update,1153,5.0,3.0,8.0,3.0,8.0
